"no","generasi","pertanyaan","pertanyaan_ner","lapis_terjemahan","sql_asli_1baris","sql_dipakai_1baris","error"
"113","v2","upt mana saja yang paling banyak melaporkan hasil pemeriksaan sarana yang tmk?","upt mana saja yang paling banyak melaporkan hasil pemeriksaan <FACILITY TYPE> yang tmk?","-","SELECT nama_upt, kesimpulan, count(*) FROM public.mv_pemeriksaan mp WHERE mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') AND lower(kesimpulan) = 'tmk' GROUP BY 1, 2 ORDER BY 3 DESC LIMIT 5;","SELECT nama_upt, kesimpulan, count(*) FROM public.mv_pemeriksaan mp WHERE mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') AND lower(kesimpulan) = 'tmk' GROUP BY 1, 2 ORDER BY 3 DESC LIMIT 5;",""
"114","v2","upt mana saja yang sering melaporkan hasil pemeriksaan lebih dari 30 hari kerja dari tanggal pemeriksaan hingga tanggal kirim ka upt?","upt mana saja yang sering melaporkan hasil pemeriksaan lebih dari 30 hari kerja dari tanggal pemeriksaan hingga tanggal kirim ka upt?","-","WITH waktu AS ( SELECT mpl.id_pemeriksaan, MIN(mpl.created_at) FILTER (WHERE mpl.urutan_step = 2) AS t2, MIN(mpl.created_at) FILTER (WHERE mpl.urutan_step = 3) AS t3 FROM public.mv_pemeriksaan_log AS mpl GROUP BY mpl.id_pemeriksaan ), kerja AS ( SELECT w.id_pemeriksaan, w.t2, w.t3, ( SELECT COUNT(*) FROM generate_series(w.t2::date, w.t3::date - 1, '1 day') AS d(hari) WHERE EXTRACT(DOW FROM hari) BETWEEN 1 AND 5 -- Senin–Jumat ) AS workdays_between FROM waktu w WHERE w.t2 IS NOT NULL AND w.t3 IS NOT NULL AND w.t3::date > w.t2::date ) SELECT k.id_pemeriksaan, mp.nama_upt, mp.nama_sarana, k.t2 AS t2_timestamp, k.t3 AS t3_timestamp, k.workdays_between FROM kerja k JOIN public.mv_pemeriksaan mp ON mp.id = k.id_pemeriksaan WHERE k.workdays_between > 30 ORDER BY k.id_pemeriksaan;","WITH waktu AS ( SELECT mpl.id_pemeriksaan, MIN(mpl.created_at) FILTER (WHERE mpl.urutan_step = 2) AS t2, MIN(mpl.created_at) FILTER (WHERE mpl.urutan_step = 3) AS t3 FROM public.mv_pemeriksaan_log AS mpl GROUP BY mpl.id_pemeriksaan ), kerja AS ( SELECT w.id_pemeriksaan, w.t2, w.t3, ( SELECT COUNT(*) FROM generate_series(w.t2::date, w.t3::date - 1, '1 day') AS d(hari) WHERE EXTRACT(DOW FROM hari) BETWEEN 1 AND 5 -- Senin–Jumat ) AS workdays_between FROM waktu w WHERE w.t2 IS NOT NULL AND w.t3 IS NOT NULL AND w.t3::date > w.t2::date ) SELECT k.id_pemeriksaan, mp.nama_upt, mp.nama_sarana, k.t2 AS t2_timestamp, k.t3 AS t3_timestamp, k.workdays_between FROM kerja k JOIN public.mv_pemeriksaan mp ON mp.id = k.id_pemeriksaan WHERE k.workdays_between > 30 ORDER BY k.id_pemeriksaan;",""
"115","v2","upt manakah yang hasil pemeriksaan tmk sarana produksi md nya paling banyak di tahun 2025?","upt manakah yang hasil pemeriksaan tmk sarana produksi md nya paling banyak di tahun <YEAR>?","-","SELECT nama_upt, jenis_sarana, count(*) FROM mv_pemeriksaan mp WHERE lower(jenis_sarana) LIKE '%pangan md%' AND EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2 ORDER BY 3 DESC;","SELECT nama_upt, jenis_sarana, count(*) FROM mv_pemeriksaan mp WHERE lower(jenis_sarana) LIKE '%pangan md%' AND EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2 ORDER BY 3 DESC;",""
"116","v3","Ada berapa sarana produksi AMDK dengan hasil pemeriksaan TMK di wilayah kerja Balai POM di Bogor pada tahun 2024","Ada berapa <FACILITY TYPE> dengan hasil pemeriksaan <CONCLUSION TYPE> di wilayah kerja Balai POM di <REGENCY NAME> pada tahun <YEAR>","-","SELECT COUNT(DISTINCT mp.id) AS jumlah_sarana_tmk FROM mv_pemeriksaan mp JOIN mv_pemeriksaan_jenis_pangan mpjp ON mp.id = mpjp.id_pemeriksaan WHERE EXTRACT(YEAR FROM mp.tanggal_mulai) = 2024 AND LOWER(mp.nama_upt) LIKE '%bogor%' AND LOWER(mp.sarana) LIKE '%produksi%' AND LOWER(mpjp.jenis_pangan_name) LIKE '%air minum dalam kemasan%' AND UPPER(mp.kesimpulan) = 'TMK';","SELECT COUNT(DISTINCT mp.id) AS jumlah_sarana_tmk FROM mv_pemeriksaan mp JOIN mv_pemeriksaan_jenis_pangan mpjp ON mp.id = mpjp.id_pemeriksaan WHERE EXTRACT(YEAR FROM mp.tanggal_mulai) = 2024 AND LOWER(mp.nama_upt) LIKE '%bogor%' AND LOWER(mp.sarana) LIKE '%produksi%' AND LOWER(mpjp.jenis_pangan_name) LIKE '%air minum dalam kemasan%' AND UPPER(mp.kesimpulan) = 'TMK';",""
"117","v3","analisis jumlah seluruh sarana produksi dan distribusi (tanpa pengulangan nama yang sama) per komoditi produk (obat/oba/sk/kos/po) yang telah diperiksa bpom dalam periode 2025","analisis jumlah seluruh sarana produksi dan distribusi (tanpa pengulangan nama yang sama) per komoditi produk (<COMMODITY NAME>/<COMMODITY NAME>/<COMMODITY NAME>/<COMMODITY NAME>/<COMMODITY NAME>) yan","-","SELECT sarana, komoditi, kesimpulan, count(DISTINCT nama_sarana) FROM public.mv_pemeriksaan mp WHERE (lower(sarana) LIKE '%produksi%' OR lower(sarana) LIKE '%distribusi%') AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') AND EXTRACT(YEAR FROM mp.tanggal_mulai) = 2025 GROUP BY 1, 2, 3;","SELECT sarana, komoditi, kesimpulan, count(DISTINCT nama_sarana) FROM public.mv_pemeriksaan mp WHERE (lower(sarana) LIKE '%produksi%' OR lower(sarana) LIKE '%distribusi%') AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') AND EXTRACT(YEAR FROM mp.tanggal_mulai) = 2025 GROUP BY 1, 2, 3;",""
"118","v3","apa temuan/ketidaksesuaian yang paling banyak ditemukan dari hasil pemeriksaan sarana produksi md?","apa temuan/ketidaksesuaian yang paling banyak ditemukan dari hasil pemeriksaan <FACILITY TYPE>?","-","SELECT jenis_sarana, mpt.tp_kategori, count(*) FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND lower(jenis_sarana) LIKE '%pangan md%' AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2 ORDER BY 3 DESC;","SELECT jenis_sarana, mpt.tp_kategori, count(*) FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND lower(jenis_sarana) LIKE '%pangan md%' AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2 ORDER BY 3 DESC;",""
"119","v3","apa temuan/ketidaksesuaian yang paling banyak ditemukan pada seluruh sarana distribusi tmk di wilayah kerja balai pom di payakumbuh?","apa temuan/ketidaksesuaian yang paling banyak ditemukan pada seluruh sarana distribusi tmk di wilayah kerja balai pom di <REGENCY NAME>?","-","SELECT kabupaten_kota, mp.sarana, mpt.tp_kategori, count(*) FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(kabupaten_kota) LIKE '%payakumbuh%' AND lower(mp.sarana) LIKE '%distribusi%' AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3 ORDER BY 4 DESC;","SELECT kabupaten_kota, mp.sarana, mpt.tp_kategori, count(*) FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(kabupaten_kota) LIKE '%payakumbuh%' AND lower(mp.sarana) LIKE '%distribusi%' AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3 ORDER BY 4 DESC;",""
"120","v3","bagaimana riwayat pemeriksaan sarana alfamart dalam periode tahun 2024?","bagaimana riwayat pemeriksaan sarana <COMPANY NAME> dalam periode tahun <YEAR>?","-","SELECT nama_sarana, alamat, tanggal_mulai, tanggal_selesai, jenis_sarana, tujuan_pemeriksaan, kesimpulan FROM public.mv_pemeriksaan WHERE LOWER(nama_sarana) LIKE '%alfamart%' AND EXTRACT(YEAR FROM tanggal_mulai) = 2024 AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') ORDER BY tanggal_mulai;","SELECT nama_sarana, alamat, tanggal_mulai, tanggal_selesai, jenis_sarana, tujuan_pemeriksaan, kesimpulan FROM public.mv_pemeriksaan WHERE LOWER(nama_sarana) LIKE '%alfamart%' AND EXTRACT(YEAR FROM tanggal_mulai) = 2024 AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') ORDER BY tanggal_mulai;",""
"121","v3","bagaimana tren data hasil pengawasan sarana obat tradisional; suplemen kesehatan; obat kuasi dalam periode tahun 2025?","bagaimana tren data hasil pengawasan sarana <COMMODITY NAME>; <COMMODITY NAME>; <COMMODITY NAME> dalam periode tahun <YEAR>?","-","SELECT EXTRACT(MONTH FROM mp.tanggal_mulai), sarana, komoditi, kesimpulan, count(nama_sarana) FROM public.mv_pemeriksaan mp WHERE (lower(komoditi) LIKE '%obat%' OR lower(komoditi) LIKE '%obat tradisional%' OR lower(komoditi) LIKE '%suplemen kesehatan%') AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') AND EXTRACT(YEAR FROM mp.tanggal_mulai) = 2025 GROUP BY 1, 2, 3, 4;","SELECT EXTRACT(MONTH FROM mp.tanggal_mulai), sarana, komoditi, kesimpulan, count(nama_sarana) FROM public.mv_pemeriksaan mp WHERE (lower(komoditi) LIKE '%obat%' OR lower(komoditi) LIKE '%obat tradisional%' OR lower(komoditi) LIKE '%suplemen kesehatan%') AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') AND EXTRACT(YEAR FROM mp.tanggal_mulai) = 2025 GROUP BY 1, 2, 3, 4;",""
"122","v3","bagaimana tren data hasil pengawasan sarana obat tradisional; suplemen kesehatan; obat kuasi yang tidak memenuhi ketentuan berdasarkan kategori temuan (tmk tie/cpotb/cpotb habis/tidak memiliki cpotb) ","bagaimana tren data hasil pengawasan <COMMODITY NAME>; <COMMODITY NAME>; <COMMODITY NAME> yang tidak memenuhi ketentuan berdasarkan kategori temuan (<CONCLUSION TYPE>/<CONCLUSION TYPE>/<CONCLUSION TYP","-","SELECT EXTRACT(MONTH FROM tanggal_mulai) AS bulan, mp.sarana, mp.komoditi, mpt.tp_kategori, count(*) FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND (lower(komoditi) LIKE '%obat%' OR lower(komoditi) LIKE '%obat tradisional%' OR lower(komoditi) LIKE '%suplemen kesehatan%') GROUP BY 1, 2, 3, 4;","SELECT EXTRACT(MONTH FROM tanggal_mulai) AS bulan, mp.sarana, mp.komoditi, mpt.tp_kategori, count(*) FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND (lower(komoditi) LIKE '%obat%' OR lower(komoditi) LIKE '%obat tradisional%' OR lower(komoditi) LIKE '%suplemen kesehatan%') GROUP BY 1, 2, 3, 4;",""
"123","v3","bagaimana tren data hasil pengawasan sarana produksi kosmetik (profil hasil pengawasan) di upt balai pom di palembang dalam periode tahun 2024?","bagaimana tren data hasil pengawasan <FACILITY TYPE> (profil hasil pengawasan) di <HALL NAME> di <CITY NAME> dalam periode tahun <YEAR>?","-","SELECT mp.nama_upt, tanggal_mulai, nama_sarana, jenis_sarana, kesimpulan FROM public.mv_pemeriksaan mp WHERE lower(nama_upt) LIKE '%palembang%' AND EXTRACT(YEAR FROM mp.tanggal_mulai) = 2024 AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') ORDER BY 1, 2, 3, 4;","SELECT mp.nama_upt, tanggal_mulai, nama_sarana, jenis_sarana, kesimpulan FROM public.mv_pemeriksaan mp WHERE lower(nama_upt) LIKE '%palembang%' AND EXTRACT(YEAR FROM mp.tanggal_mulai) = 2024 AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') ORDER BY 1, 2, 3, 4;",""
"124","v3","bagaimana tren data hasil pengawasan sarana produksi kosmetik yang memenuhi ketentuan dan tidak memenuhi ketentuan dalam periode tahun 2024?","bagaimana tren data hasil pengawasan sarana produksi kosmetik yang memenuhi ketentuan dan tidak memenuhi ketentuan dalam periode tahun <YEAR>?","-","SELECT EXTRACT(YEAR FROM tanggal_mulai) AS tahun, EXTRACT(MONTH FROM tanggal_mulai) AS bulan, kesimpulan, count(*) FROM public.mv_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2024 AND lower(komoditi) like '%kosmetik%' AND lower(sarana) like '%produksi%' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1,2,3 ORDER BY 1,2,3;","SELECT EXTRACT(YEAR FROM tanggal_mulai) AS tahun, EXTRACT(MONTH FROM tanggal_mulai) AS bulan, kesimpulan, count(*) FROM public.mv_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2024 AND lower(komoditi) like '%kosmetik%' AND lower(sarana) like '%produksi%' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1,2,3 ORDER BY 1,2,3;",""
"125","v3","bagaimana tren data hasil pengawasan sarana produksi kosmetik yang tidak memenuhi ketentuan berdasarkan kategori temuan (tmk tie/cpkb/cpkb habis/tidak memiliki cpkb) dalam periode tahun 2025?","bagaimana tren data hasil pengawasan <FACILITY TYPE> yang tidak memenuhi ketentuan berdasarkan kategori temuan (<CLASSIFICATION>) dalam periode tahun <YEAR>?","-","SELECT EXTRACT(MONTH FROM tanggal_mulai) AS bulan, mp.sarana, mp.komoditi, mpkt.tp_kategori, count(*) FROM public.mv_pemeriksaan mp LEFT OUTER JOIN mv_pemeriksaan_kategori_temuan mpkt ON mp.id = mpkt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND lower(komoditi) like '%kosmetik%' AND lower(sarana) like '%produksi%' GROUP BY 1, 2, 3, 4;","SELECT EXTRACT(MONTH FROM tanggal_mulai) AS bulan, mp.sarana, mp.komoditi, mpkt.tp_kategori, count(*) FROM public.mv_pemeriksaan mp LEFT OUTER JOIN mv_pemeriksaan_kategori_temuan mpkt ON mp.id = mpkt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND lower(komoditi) like '%kosmetik%' AND lower(sarana) like '%produksi%' GROUP BY 1, 2, 3, 4;",""
"126","v3","bagaimana tren hasil pemeriksaan sarana peredaran sejak tahun 2025","bagaimana tren hasil pemeriksaan sarana peredaran sejak tahun <YEAR>","-","SELECT EXTRACT(YEAR FROM tanggal_mulai) AS tahun, EXTRACT(MONTH FROM tanggal_mulai) AS BULAN, sarana, kesimpulan, count(*) FROM public.mv_pemeriksaan mp WHERE lower(sarana) LIKE '%distribusi%' AND EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3, 4 ORDER BY 1, 2, 3, 4;","SELECT EXTRACT(YEAR FROM tanggal_mulai) AS tahun, EXTRACT(MONTH FROM tanggal_mulai) AS BULAN, sarana, kesimpulan, count(*) FROM public.mv_pemeriksaan mp WHERE lower(sarana) LIKE '%distribusi%' AND EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3, 4 ORDER BY 1, 2, 3, 4;",""
"127","v3","bagaimana tren hasil pemeriksaan sarana produksi md dan pirt sejak tahun 2024 hingga 2025?","bagaimana tren hasil pemeriksaan <FACILITY TYPE> dan <FACILITY TYPE> sejak tahun <YEAR> hingga <YEAR>?","-","SELECT EXTRACT(YEAR FROM tanggal_mulai) AS tahun, EXTRACT(MONTH FROM tanggal_mulai) AS bulan, jenis_sarana, count(*) FROM mv_pemeriksaan mp WHERE (lower(jenis_sarana) LIKE '%pangan md%' OR lower(jenis_sarana) LIKE '%pangan irt%') AND EXTRACT(YEAR FROM tanggal_mulai) BETWEEN 2024 AND 2025 AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3 ORDER BY 1, 2, 3;","SELECT EXTRACT(YEAR FROM tanggal_mulai) AS tahun, EXTRACT(MONTH FROM tanggal_mulai) AS bulan, jenis_sarana, count(*) FROM mv_pemeriksaan mp WHERE (lower(jenis_sarana) LIKE '%pangan md%' OR lower(jenis_sarana) LIKE '%pangan irt%') AND EXTRACT(YEAR FROM tanggal_mulai) BETWEEN 2024 AND 2025 AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3 ORDER BY 1, 2, 3;",""
"128","v3","berapa jumlah sarana yang diperiksa dalam rangka kasus di wilayah kerja bbpom di bandung pada tahun 2024?","berapa jumlah <FACILITY TYPE> yang diperiksa dalam rangka kasus di wilayah kerja bbpom di <CITY NAME> pada tahun <YEAR>?","-","SELECT nama_upt, nama_sarana, tujuan_pemeriksaan, mp.kesimpulan FROM public.mv_pemeriksaan mp WHERE lower(tujuan_pemeriksaan) LIKE '%kasus%' AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') AND lower(kabupaten_kota) LIKE '%bandung%' AND EXTRACT(YEAR FROM mp.tanggal_mulai) = 2024;","SELECT nama_upt, nama_sarana, tujuan_pemeriksaan, mp.kesimpulan FROM public.mv_pemeriksaan mp WHERE lower(tujuan_pemeriksaan) LIKE '%kasus%' AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') AND lower(kabupaten_kota) LIKE '%bandung%' AND EXTRACT(YEAR FROM mp.tanggal_mulai) = 2024;",""
"129","v3","berapa total sarana yang tutup dan/atau tidak berproduksi saat diperiksa di tahun 2024 di wilayah kerja jakarta utara?","berapa total sarana yang tutup dan/atau tidak berproduksi saat diperiksa di tahun <YEAR> di wilayah kerja <CITY NAME>?","-","SELECT kabupaten_kota, nama_sarana, tanggal_mulai, kesimpulan FROM public.mv_pemeriksaan WHERE kesimpulan = 'TTP' AND lower(sarana) LIKE '%produksi%' AND EXTRACT(YEAR FROM tanggal_mulai) = 2024 AND lower(kabupaten_kota) ILIKE '%jakarta utara%';","SELECT kabupaten_kota, nama_sarana, tanggal_mulai, kesimpulan FROM public.mv_pemeriksaan WHERE kesimpulan = 'TTP' AND lower(sarana) LIKE '%produksi%' AND EXTRACT(YEAR FROM tanggal_mulai) = 2024 AND lower(kabupaten_kota) ILIKE '%jakarta utara%';",""
"130","v3","Berdasarkan hasil pemeriksaan selama 2 tahun terakhir, untuk sarana produksi dengan jenis pangan AMDK di seluruh Indonesia 10 temuan yang terbanyak adalah kategori apa?","Berdasarkan hasil pemeriksaan selama 2 tahun terakhir, untuk <FACILITY TYPE> dengan jenis pangan <PRODUCT NAME> di seluruh <COUNTRY NAME> 10 temuan yang terbanyak adalah kategori apa?","-","WITH pemeriksaan_amdk AS ( SELECT mp.id FROM mv_pemeriksaan mp JOIN mv_pemeriksaan_jenis_pangan mpjp ON mp.id = mpjp.id_pemeriksaan WHERE LOWER(mp.sarana) LIKE '%produksi%' AND LOWER(mpjp.jenis_pangan_name) LIKE '%air minum dalam kemasan%' AND EXTRACT(YEAR FROM mp.tanggal_mulai) >= EXTRACT(YEAR FROM CURRENT_DATE) - 1 ) SELECT mpkt.tp_kategori, COUNT(*) AS jumlah_temuan FROM mv_pemeriksaan_kategori_temuan mpkt JOIN pemeriksaan_amdk pam ON pam.id = mpkt.id_pemeriksaan GROUP BY mpkt.tp_kategori ORDER BY jumlah_temuan DESC LIMIT 10;","WITH pemeriksaan_amdk AS ( SELECT mp.id FROM mv_pemeriksaan mp JOIN mv_pemeriksaan_jenis_pangan mpjp ON mp.id = mpjp.id_pemeriksaan WHERE LOWER(mp.sarana) LIKE '%produksi%' AND LOWER(mpjp.jenis_pangan_name) LIKE '%air minum dalam kemasan%' AND EXTRACT(YEAR FROM mp.tanggal_mulai) >= EXTRACT(YEAR FROM CURRENT_DATE) - 1 ) SELECT mpkt.tp_kategori, COUNT(*) AS jumlah_temuan FROM mv_pemeriksaan_kategori_temuan mpkt JOIN pemeriksaan_amdk pam ON pam.id = mpkt.id_pemeriksaan GROUP BY mpkt.tp_kategori ORDER BY jumlah_temuan DESC LIMIT 10;",""
"131","v3","Berikan temuan inspeksi CPOB berdasarkan tingkat pemenuhan CPOB","Berikan temuan inspeksi CPOB berdasarkan tingkat pemenuhan CPOB","-","select mp.tingkat_pemenuhan_cpob, mpt.tp_kategori, mpt.product_name, mpt.tp_harga_total from mv_pemeriksaan mp join mv_pemeriksaan_temuan mpt on mp.id = mpt.id_pemeriksaan where mp.tingkat_pemenuhan_cpob is not null","select mp.tingkat_pemenuhan_cpob, mpt.tp_kategori, mpt.product_name, mpt.tp_harga_total from mv_pemeriksaan mp join mv_pemeriksaan_temuan mpt on mp.id = mpt.id_pemeriksaan where mp.tingkat_pemenuhan_cpob is not null",""
"132","v3","Berikan tingkat pemenuhan CPOB terhadap seluruh fasilitas produksi pada tahun 2025","Berikan tingkat pemenuhan CPOB terhadap seluruh <FACILITY TYPE> pada tahun <YEAR>","-","select sarana, mp.tingkat_pemenuhan_cpob, count(*) from mv_pemeriksaan mp where extract(year from mp.tanggal_mulai) = 2025 and lower(mp.sarana) like '%produksi%' group by 1, 2 order by 1, 2","select sarana, mp.tingkat_pemenuhan_cpob, count(*) from mv_pemeriksaan mp where extract(year from mp.tanggal_mulai) = 2025 and lower(mp.sarana) like '%produksi%' group by 1, 2 order by 1, 2",""
"133","v3","count pemeriksaan untuk tiap inspektur beserta tujuan dan nama balainya untuk tahun 2025","count pemeriksaan untuk tiap inspektur beserta tujuan dan nama balainya untuk tahun <YEAR>","-","select mpp.daftar_balai_pemeriksa, mpp.petugas, mpp.tujuan, count(*) from mv_pemeriksaan_petugas mpp where extract(year from mpp.tgl_surat) = 2025 group by 1, 2, 3 order by 1, 2, 3","select mpp.daftar_balai_pemeriksa, mpp.petugas, mpp.tujuan, count(*) from mv_pemeriksaan_petugas mpp where extract(year from mpp.tgl_surat) = 2025 group by 1, 2, 3 order by 1, 2, 3",""
"134","v3","Dari seluruh UPT, sarana produksi MD dengan jenis pangan apa yang paling banyak TMK di tahun 2025?","Dari seluruh <FACILITY TYPE>, sarana produksi <COMMODITY NAME> dengan jenis pangan apa yang paling banyak TMK di tahun <YEAR>?","-","select mpjp.jenis_pangan_name, count(*) from mv_pemeriksaan_jenis_pangan mpjp join mv_pemeriksaan mp on mpjp.id_pemeriksaan = mp.id where lower(mp.jenis_sarana) like '%pangan md%' and lower(mp.sarana) = 'produksi' and lower(mp.kesimpulan) = 'tmk' and extract(year from mp.tanggal_selesai) = 2025 group by 1 order by 2 desc limit 10","select mpjp.jenis_pangan_name, count(*) from mv_pemeriksaan_jenis_pangan mpjp join mv_pemeriksaan mp on mpjp.id_pemeriksaan = mp.id where lower(mp.jenis_sarana) like '%pangan md%' and lower(mp.sarana) = 'produksi' and lower(mp.kesimpulan) = 'tmk' and extract(year from mp.tanggal_selesai) = 2025 group by 1 order by 2 desc limit 10",""
"135","v3","Jumlah sarana distribusi pada Balai POM di Jakarta tahun 2025 yang memiliki Nomor Notifikasi baik yang memenuhi ketentuan dan tidak memenuhi ketentuan","Jumlah sarana distribusi pada <HALL NAME> di <CITY NAME> tahun <YEAR> yang memiliki Nomor Notifikasi baik yang memenuhi ketentuan dan tidak memenuhi ketentuan","-","SELECT mp.nama_upt, mp.klasifikasi_distribusi, mp.kesimpulan, COUNT(*) AS jumlah FROM mv_pemeriksaan mp WHERE EXTRACT(YEAR FROM mp.tanggal_selesai) = 2025 AND LOWER(mp.nama_upt) LIKE '%jakarta%' AND ( LOWER(mp.klasifikasi_distribusi) LIKE '%notifikasi%' OR LOWER(mp.klasifikasi_distribusi) LIKE '%importir%' ) GROUP BY 1, 2, 3","SELECT mp.nama_upt, mp.klasifikasi_distribusi, mp.kesimpulan, COUNT(*) AS jumlah FROM mv_pemeriksaan mp WHERE EXTRACT(YEAR FROM mp.tanggal_selesai) = 2025 AND LOWER(mp.nama_upt) LIKE '%jakarta%' AND ( LOWER(mp.klasifikasi_distribusi) LIKE '%notifikasi%' OR LOWER(mp.klasifikasi_distribusi) LIKE '%importir%' ) GROUP BY 1, 2, 3",""
"136","v3","Jumlah sarana distribusi pada Balai POM di Jakarta tahun 2025 yang tidak memiliki Nomor Notifikasi baik yang memenuhi ketentuan dan tidak memenuhi ketentuan","Jumlah sarana distribusi pada <HALL NAME> di <CITY NAME> tahun <YEAR> yang tidak memiliki Nomor Notifikasi baik yang memenuhi ketentuan dan tidak memenuhi ketentuan","-","SELECT mp.nama_upt, mp.klasifikasi_distribusi, mp.kesimpulan, COUNT(*) AS jumlah FROM mv_pemeriksaan mp WHERE EXTRACT(YEAR FROM mp.tanggal_selesai) = 2025 AND LOWER(mp.nama_upt) LIKE '%jakarta%' AND ( LOWER(mp.klasifikasi_distribusi) NOT LIKE '%notifikasi%' OR LOWER(mp.klasifikasi_distribusi) NOT LIKE '%importir%' ) GROUP BY 1, 2, 3","SELECT mp.nama_upt, mp.klasifikasi_distribusi, mp.kesimpulan, COUNT(*) AS jumlah FROM mv_pemeriksaan mp WHERE EXTRACT(YEAR FROM mp.tanggal_selesai) = 2025 AND LOWER(mp.nama_upt) LIKE '%jakarta%' AND ( LOWER(mp.klasifikasi_distribusi) NOT LIKE '%notifikasi%' OR LOWER(mp.klasifikasi_distribusi) NOT LIKE '%importir%' ) GROUP BY 1, 2, 3",""
"137","v3","Jumlah temuan produk dan nilai temuannya dikategorikan berdasarkan Bahan Berbahaya, TIE, Kedaluarsa, dll","Jumlah temuan produk dan nilai temuannya dikategorikan berdasarkan <CLASSIFICATION>, <CLASSIFICATION>, <CLASSIFICATION>, dll","-","select komoditi, mpt.tp_kategori, count(*), sum(mpt.tp_harga_total) from mv_pemeriksaan mp join mv_pemeriksaan_temuan mpt on mp.id = mpt.id_pemeriksaan where mp.klasifikasi_distribusi is not null group by 1, 2","select komoditi, mpt.tp_kategori, count(*), sum(mpt.tp_harga_total) from mv_pemeriksaan mp join mv_pemeriksaan_temuan mpt on mp.id = mpt.id_pemeriksaan where mp.klasifikasi_distribusi is not null group by 1, 2",""
