"no","generasi","pertanyaan","tabel_dipakai","pakai_agregasi","status_sebelum","status_sesudah","baris_hasil","kode_diagnosa","penjelasan_sebab"
"196","v3","tampilkan tiga temuan kritis paling sering ditemui pada Balai Besar POM di DKI Jakarta tahun 2024","mv_pemeriksaan + mp","ya","OK","OK","6","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"197","v3","tampilkan tiga temuan/ketidaksesuaian paling sering ditemui di wilayah kerja bbpom di dki jakarta pada triwulan 1 tahun 2025.","mv_pemeriksaan + mv_pemeriksaan_temuan","ya","OK","OK","7","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"198","v3","tampilkan total nilai keekonomian produk tmk (tie, rusak kedaluwarsa) di balai pom di batam pada tahun 2025.","mv_pemeriksaan + mv_pemeriksaan_temuan + tanggal_mulai","ya","OK","OK","12","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"199","v3","tampilkan total temuan produk dan total nilai temuan pada kategori 'lainnya'.","mv_pemeriksaan_temuan","ya","OK","OK","7","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"200","v3","tampilkan total temuan produk dan total nilai temuan pada kategori bahan berbahaya.","mv_pemeriksaan_temuan","ya","OK","OK","10","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"201","v3","tampilkan total temuan produk dan total nilai temuan pada kategori kedaluarsa.","mv_pemeriksaan + mv_pemeriksaan_temuan","ya","OK","OK","22","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"202","v3","tampilkan total temuan produk dan total nilai temuan pada kategori kedaluarsa.","mv_pemeriksaan_temuan","ya","OK","OK","22","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"203","v3","tampilkan total temuan produk dan total nilai temuan pada kategori lainnya.","mv_pemeriksaan + mv_pemeriksaan_temuan","ya","OK","OK","7","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"204","v3","tampilkan total temuan produk dan total nilai temuan pada kategori tanpa izin edar.","mv_pemeriksaan + mv_pemeriksaan_temuan","ya","OK","OK","50","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"205","v3","tampilkan total temuan produk dan total nilai temuan pada kategori tanpa izin edar.","mv_pemeriksaan_temuan","ya","OK","OK","50","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"206","v3","Tampilkan tren audit komprehensif berdasarkan tingkat kritikalitas untuk tahun 2024","mv_kriteria_pemeriksaan + mkp","ya","OK","OK","7","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"207","v3","temuan produk berdasarkan kategori sarana distribusi","mv_pemeriksaan + mv_pemeriksaan_temuan","ya","OK","OK","304","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"208","v3","Trend hasil pemeriksaan sarana produksi MD untuk jenis pangan AMDK di UPT Bogor (tahun 2025)","mv_pemeriksaan + mv_pemeriksaan_jenis_pangan + mp + pemeriksaan_amdk","ya","OK","OK","5","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"209","v3","Trend hasil pemeriksaan sarana produksi MD untuk jenis pangan Garam, Tepung, Lemak, dan Minyak Nabati sejak tahun 2024","mv_pemeriksaan + mv_pemeriksaan_jenis_pangan + mp + pemeriksaan_pangan","ya","OK","OK","228","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"210","v3","upt mana saja yang paling banyak melaporkan hasil pemeriksaan sarana produksi yang tmk?","mv_pemeriksaan","ya","OK","OK","10","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"211","v3","upt mana saja yang paling banyak melaporkan hasil pemeriksaan sarana yang tmk?","mv_pemeriksaan","ya","OK","OK","5","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"212","v3","upt mana saja yang sering melaporkan hasil pemeriksaan lebih dari 30 hari kerja dari tanggal pemeriksaan hingga tanggal kirim ka upt?","mv_pemeriksaan_log + generate_series + hari + waktu + kerja + mv_pemeriksaan","ya","OK","OK","13347","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
"213","v3","upt manakah yang hasil pemeriksaan tmk sarana produksi md nya paling banyak di tahun 2025?","mv_pemeriksaan + tanggal_mulai","ya","OK","OK","75","OK_LANGSUNG","SQL generasi berjalan sudah cocok dengan skema live; tidak perlu diubah"
